date,average_price,PLU4046,PLU4225,PLU4770,amount_from_small_bags,amount_from_large_bags,amount_from_xlarge_bags,type,year,region_grouping,region,total_consumption
3/19/2017,1.29,66618,101944,2551,77669,1689,0,conventional,2017,city,RichmondNorfolk,250471
3/12/2017,1.35,72441,98331,2941,78719,1946,0,conventional,2017,city,RichmondNorfolk,254378
3/5/2017,1.31,60436,89549,4281,74616,1522,0,conventional,2017,city,RichmondNorfolk,230404
2/26/2017,1.13,79068,131384,4210,65696,965,0,conventional,2017,city,RichmondNorfolk,281323
2/19/2017,1.18,68121,90486,3142,78087,1176,0,conventional,2017,city,RichmondNorfolk,241012
2/12/2017,1.13,89620,96337,2393,66110,1072,0,conventional,2017,city,RichmondNorfolk,255532
2/5/2017,1,131147,162972,7578,76375,1531,0,conventional,2017,city,RichmondNorfolk,379603
1/29/2017,1.18,87900,104490,3433,62578,930,340,conventional,2017,city,RichmondNorfolk,259671
1/22/2017,1.13,94347,107935,6890,75851,1617,0,conventional,2017,city,RichmondNorfolk,286640
1/15/2017,1.15,96323,89916,3885,69982,1165,43,conventional,2017,city,RichmondNorfolk,261314
1/8/2017,1.18,91467,106265,3253,73168,976,0,conventional,2017,city,RichmondNorfolk,275129
1/1/2017,1.11,82445,85578,5486,65961,1104,179,conventional,2017,city,RichmondNorfolk,240753
12/31/2017,0.81,63534,44811,99,64304,21866,14,conventional,2017,city,Roanoke,194628
12/24/2017,1.09,32539,35305,79,58617,11140,0,conventional,2017,city,Roanoke,137680
12/17/2017,1.08,29951,31313,85,56080,6555,18,conventional,2017,city,Roanoke,124002
12/10/2017,1.05,38482,36371,73,57738,5284,13,conventional,2017,city,Roanoke,137961
12/3/2017,0.99,56316,47267,149,57210,5518,73,conventional,2017,city,Roanoke,166533
11/26/2017,1.16,25890,29449,133,32592,4082,0,conventional,2017,city,Roanoke,92146
11/19/2017,1.09,31004,31095,158,46213,4130,3,conventional,2017,city,Roanoke,112603
11/12/2017,1.19,43121,31995,173,46960,4235,12,conventional,2017,city,Roanoke,126496
11/5/2017,1.08,65572,34150,209,69793,6642,56,conventional,2017,city,Roanoke,176422
10/29/2017,1.3,36193,35008,265,69621,2256,0,conventional,2017,city,Roanoke,143343
10/22/2017,1.42,26729,35118,104,50154,3298,29,conventional,2017,city,Roanoke,115432
10/15/2017,1.49,27140,37807,114,44950,4815,0,conventional,2017,city,Roanoke,114826
10/8/2017,1.66,26135,16257,73,38451,6363,0,conventional,2017,city,Roanoke,87279
10/1/2017,1.59,25019,35235,86,45304,6875,0,conventional,2017,city,Roanoke,112519
9/24/2017,1.51,25125,39486,72,49231,4111,56,conventional,2017,city,Roanoke,118081
9/17/2017,1.5,26063,35970,45,47158,3583,413,conventional,2017,city,Roanoke,113232
9/10/2017,1.53,25757,28947,95,48825,4896,1561,conventional,2017,city,Roanoke,110081
9/3/2017,1.45,27599,37447,91,43969,5062,1338,conventional,2017,city,Roanoke,115506
8/27/2017,1.43,30304,35206,102,54510,5541,983,conventional,2017,city,Roanoke,126646
8/20/2017,1.41,28139,35074,64,52793,5475,1722,conventional,2017,city,Roanoke,123267
8/13/2017,1.38,26241,40275,137,36752,4722,1587,conventional,2017,city,Roanoke,109714
8/6/2017,1.29,28072,42705,168,48159,3336,1680,conventional,2017,city,Roanoke,124120
7/30/2017,1.29,25323,41333,182,49648,5731,1260,conventional,2017,city,Roanoke,123477
7/23/2017,1.17,36513,40396,321,58375,3505,2038,conventional,2017,city,Roanoke,141148
7/16/2017,1.16,42471,40719,222,67961,6304,2242,conventional,2017,city,Roanoke,159919
7/9/2017,1.11,29284,43864,233,78578,2539,3300,conventional,2017,city,Roanoke,157798
7/2/2017,1.13,29008,44060,89,75456,4064,3423,conventional,2017,city,Roanoke,156100
6/25/2017,1.15,28194,47198,97,58834,9493,2315,conventional,2017,city,Roanoke,146131
6/18/2017,1.16,30546,47418,98,69630,2861,2250,conventional,2017,city,Roanoke,152803
6/11/2017,1.16,31085,50163,94,70183,610,2905,conventional,2017,city,Roanoke,155040
6/4/2017,1.23,35865,51698,77,58886,4012,560,conventional,2017,city,Roanoke,151098
5/28/2017,1.15,42689,46417,107,62799,13638,61,conventional,2017,city,Roanoke,165711
5/21/2017,1.01,39721,44646,152,78050,9942,6,conventional,2017,city,Roanoke,172517
5/14/2017,0.99,49149,24238,98,83410,7994,39,conventional,2017,city,Roanoke,164928
5/7/2017,1.02,55938,55664,125,106593,2952,17,conventional,2017,city,Roanoke,221289
4/30/2017,1.22,30906,45409,59,80695,5353,0,conventional,2017,city,Roanoke,162422
4/23/2017,1.24,27263,41989,75,73625,3372,0,conventional,2017,city,Roanoke,146324
4/16/2017,1.2,30317,41034,74,85993,1106,0,conventional,2017,city,Roanoke,158524
4/9/2017,1.26,32291,47114,55,65147,1181,112,conventional,2017,city,Roanoke,145900
4/2/2017,1.15,32992,50584,94,84689,1016,0,conventional,2017,city,Roanoke,169375
3/26/2017,1.21,29493,47163,71,69195,896,0,conventional,2017,city,Roanoke,146818
3/19/2017,1.23,28860,52182,80,59561,935,0,conventional,2017,city,Roanoke,141618
3/12/2017,1.26,31344,50614,161,59939,1586,0,conventional,2017,city,Roanoke,143644
3/5/2017,1.15,31739,48916,159,67686,738,0,conventional,2017,city,Roanoke,149238
2/26/2017,1.13,33527,62461,177,56665,739,0,conventional,2017,city,Roanoke,153569
2/19/2017,1.12,32841,43497,69,64384,767,0,conventional,2017,city,Roanoke,141558
2/12/2017,1.03,49551,48584,190,59563,1245,0,conventional,2017,city,Roanoke,159133
2/5/2017,0.97,75075,76042,151,59130,1337,408,conventional,2017,city,Roanoke,212143
1/29/2017,1.13,37601,50931,147,53902,964,283,conventional,2017,city,Roanoke,143828
1/22/2017,1.04,48905,46802,143,66764,884,0,conventional,2017,city,Roanoke,163498
1/15/2017,1.06,50450,43696,94,63041,781,2,conventional,2017,city,Roanoke,158064
1/8/2017,1.13,44015,48526,93,52587,842,9,conventional,2017,city,Roanoke,146072
1/1/2017,0.97,43012,43260,125,55320,536,96,conventional,2017,city,Roanoke,142349
12/31/2017,1.03,130774,396251,922,46216,522,3689,conventional,2017,city,Sacramento,578374
12/24/2017,1.14,128125,287781,990,46569,580,5490,conventional,2017,city,Sacramento,469535
12/17/2017,1.2,122866,225425,796,49299,869,5292,conventional,2017,city,Sacramento,404547
12/10/2017,1.07,157174,266189,910,45080,527,4660,conventional,2017,city,Sacramento,474540
12/3/2017,1.17,132009,238373,779,52589,502,3539,conventional,2017,city,Sacramento,427791
11/26/2017,1.45,98689,153842,1205,44903,467,5836,conventional,2017,city,Sacramento,304942
11/19/2017,1.45,107079,174514,696,43875,822,4486,conventional,2017,city,Sacramento,331472
11/12/2017,1.23,120349,268009,984,48720,546,3542,conventional,2017,city,Sacramento,442150
11/5/2017,1.36,129130,234395,1020,38736,430,3911,conventional,2017,city,Sacramento,407622
10/29/2017,1.45,120962,209801,798,42644,516,87,conventional,2017,city,Sacramento,374808
10/22/2017,1.58,93869,204225,852,37631,468,181,conventional,2017,city,Sacramento,337226
10/15/2017,1.68,89884,208158,801,42345,834,197,conventional,2017,city,Sacramento,342219
10/8/2017,1.66,94060,214295,935,37953,1407,258,conventional,2017,city,Sacramento,348908
10/1/2017,1.74,81754,191731,927,41899,1572,188,conventional,2017,city,Sacramento,318071
9/24/2017,1.7,89050,187831,963,34708,2069,196,conventional,2017,city,Sacramento,314817
9/17/2017,1.61,124584,189308,912,39045,587,154,conventional,2017,city,Sacramento,354590
9/10/2017,1.63,121829,195817,1393,41469,98,473,conventional,2017,city,Sacramento,361079
9/3/2017,1.79,122718,194468,1544,39032,91,315,conventional,2017,city,Sacramento,358168
8/27/2017,1.87,120934,178392,1938,39282,109,1186,conventional,2017,city,Sacramento,341841
8/20/2017,1.82,117501,164389,4322,41839,1275,2046,conventional,2017,city,Sacramento,331372
8/13/2017,1.44,142234,263667,3221,43676,1228,1860,conventional,2017,city,Sacramento,455886
8/6/2017,1.46,150670,267998,1923,47818,1201,1407,conventional,2017,city,Sacramento,471017
7/30/2017,1.41,149730,306328,2244,42049,1130,1933,conventional,2017,city,Sacramento,503414
7/23/2017,1.46,148014,247470,2242,43739,1268,1497,conventional,2017,city,Sacramento,444230
7/16/2017,1.58,159108,257400,4592,37655,1102,1253,conventional,2017,city,Sacramento,461110
7/9/2017,1.44,174813,267561,13473,46835,669,2070,conventional,2017,city,Sacramento,505421
7/2/2017,1.55,157250,285875,12975,50509,677,1970,conventional,2017,city,Sacramento,509256
6/25/2017,1.5,166509,261623,9938,52114,561,1505,conventional,2017,city,Sacramento,492250
6/18/2017,1.59,164648,215645,10700,53795,757,3386,conventional,2017,city,Sacramento,448931
6/11/2017,1.55,164988,210730,9745,50595,601,3913,conventional,2017,city,Sacramento,440572
6/4/2017,1.61,160860,210208,2619,51366,317,3183,conventional,2017,city,Sacramento,428553
5/28/2017,1.55,161378,265046,1129,51629,374,2080,conventional,2017,city,Sacramento,481636
5/21/2017,1.64,140006,211234,1386,49064,476,1795,conventional,2017,city,Sacramento,403961
5/14/2017,1.56,152535,199992,1396,54722,509,1295,conventional,2017,city,Sacramento,410449
5/7/2017,1.4,157077,348135,1707,49645,568,3315,conventional,2017,city,Sacramento,560447
4/30/2017,1.62,143615,197927,874,46808,211,2279,conventional,2017,city,Sacramento,391714
4/23/2017,1.6,140312,183045,1050,44010,117,1965,conventional,2017,city,Sacramento,370499
4/16/2017,1.58,137217,183754,1073,47375,158,1240,conventional,2017,city,Sacramento,370817
4/9/2017,1.36,131487,248393,1004,46825,6,3878,conventional,2017,city,Sacramento,431593
4/2/2017,1.58,141456,192901,1103,48822,48,1405,conventional,2017,city,Sacramento,385735
3/26/2017,1.57,136447,190537,1187,44747,95,2212,conventional,2017,city,Sacramento,375225
3/19/2017,1.59,126853,190506,1310,51317,39,2192,conventional,2017,city,Sacramento,372217
3/12/2017,1.61,113888,189365,1981,47381,80,2088,conventional,2017,city,Sacramento,354783
3/5/2017,1.32,162323,212459,5242,50742,394,190,conventional,2017,city,Sacramento,431350
2/26/2017,1.08,163501,282429,6156,45583,243,1350,conventional,2017,city,Sacramento,499262
2/19/2017,1.2,126780,247569,8981,45747,9,2744,conventional,2017,city,Sacramento,431830
2/12/2017,1.08,173371,188128,9247,51823,186,840,conventional,2017,city,Sacramento,423595
2/5/2017,0.98,321474,418159,11962,56599,43,571,conventional,2017,city,Sacramento,808808
1/29/2017,1.08,203930,247415,7505,52022,36,2386,conventional,2017,city,Sacramento,513294
1/22/2017,0.98,166865,321763,2249,41369,488,0,conventional,2017,city,Sacramento,532734
1/15/2017,1.2,147646,275718,671,42762,2405,230,conventional,2017,city,Sacramento,469432
1/8/2017,1.15,156654,276139,643,66988,4337,2045,conventional,2017,city,Sacramento,506806
1/1/2017,0.98,144876,339664,661,37921,2018,1625,conventional,2017,city,Sacramento,526765
12/31/2017,0.98,199514,268432,15510,129566,4704,1973,conventional,2017,city,SanDiego,619699
12/24/2017,1.17,147688,120567,15186,106944,4228,2719,conventional,2017,city,SanDiego,397332
12/17/2017,0.73,147100,439225,17642,108180,4196,2749,conventional,2017,city,SanDiego,719092
12/10/2017,1.13,156012,148747,11293,114750,8734,2611,conventional,2017,city,SanDiego,442147
12/3/2017,1.08,186079,147995,13899,124045,4828,2719,conventional,2017,city,SanDiego,479565
11/26/2017,1.24,146577,114715,17443,93366,9153,3211,conventional,2017,city,SanDiego,384465
11/19/2017,1.25,146119,102909,14767,133210,9919,2552,conventional,2017,city,SanDiego,409476
11/12/2017,1.16,168076,140122,16004,100528,5510,3351,conventional,2017,city,SanDiego,433591
11/5/2017,1.04,162045,219944,17094,88040,3917,2387,conventional,2017,city,SanDiego,493427
10/29/2017,1,169061,309160,19020,91706,4482,504,conventional,2017,city,SanDiego,593933
10/22/2017,1.57,130819,123576,17091,68339,4058,0,conventional,2017,city,SanDiego,343883
10/15/2017,1.67,101926,136484,20792,59356,4357,0,conventional,2017,city,SanDiego,322915
10/8/2017,1.83,114287,122377,21166,52847,4152,0,conventional,2017,city,SanDiego,314829
10/1/2017,1.78,118114,122964,17450,59174,4038,0,conventional,2017,city,SanDiego,321740
9/24/2017,1.74,123025,119912,17120,67782,3117,4,conventional,2017,city,SanDiego,330960
9/17/2017,1.71,132005,118471,18094,68684,3908,0,conventional,2017,city,SanDiego,341162
9/10/2017,1.71,132531,124345,17827,71727,4604,190,conventional,2017,city,SanDiego,351224
9/3/2017,1.52,146612,158752,22497,68847,5457,236,conventional,2017,city,SanDiego,402401
8/27/2017,1.79,143125,120384,19739,67689,4536,975,conventional,2017,city,SanDiego,356448
8/20/2017,1.65,150962,110759,20546,88428,6994,1347,conventional,2017,city,SanDiego,379036
8/13/2017,1.24,188852,165179,24000,113038,7028,1014,conventional,2017,city,SanDiego,499111
8/6/2017,1.34,191793,140575,21770,113356,6643,2399,conventional,2017,city,SanDiego,476536
7/30/2017,1.48,174486,137656,21224,101947,6750,1952,conventional,2017,city,SanDiego,444015
7/23/2017,1.46,190512,135877,19476,101991,4401,3112,conventional,2017,city,SanDiego,455369
7/16/2017,1.48,181913,134914,22438,102399,4885,2995,conventional,2017,city,SanDiego,449544
7/9/2017,1.21,216298,151180,16977,187256,150,3553,conventional,2017,city,SanDiego,575414
7/2/2017,1.23,200562,165727,23223,191414,48,3508,conventional,2017,city,SanDiego,584482
6/25/2017,1.05,212204,131972,19457,220633,197,1779,conventional,2017,city,SanDiego,586242
6/18/2017,1.1,214633,163049,19626,189387,387,4650,conventional,2017,city,SanDiego,591732
6/11/2017,1.17,177782,134393,19858,187655,161,2964,conventional,2017,city,SanDiego,522813
6/4/2017,1.13,184954,132977,20220,219392,163,2279,conventional,2017,city,SanDiego,559985
5/28/2017,1.27,183306,147790,22851,172876,22,5649,conventional,2017,city,SanDiego,532494
5/21/2017,1.27,164862,134100,20302,158571,65,3622,conventional,2017,city,SanDiego,481522
5/14/2017,1.08,196723,132665,18989,206313,90,2167,conventional,2017,city,SanDiego,556947
5/7/2017,1.05,221145,148034,20791,221020,202,1855,conventional,2017,city,SanDiego,613047
4/30/2017,1.18,166864,136883,26023,166655,128,1829,conventional,2017,city,SanDiego,498382
4/23/2017,1.18,156331,132449,25785,184124,1068,610,conventional,2017,city,SanDiego,500367
4/16/2017,1.29,148202,137654,22572,156169,122,905,conventional,2017,city,SanDiego,465624
4/9/2017,1.22,145443,128010,23322,160950,2653,685,conventional,2017,city,SanDiego,461063
4/2/2017,1.22,144115,131344,20998,154152,4014,707,conventional,2017,city,SanDiego,455330
3/26/2017,1.28,133248,128683,20149,147197,286,905,conventional,2017,city,SanDiego,430468
3/19/2017,1.25,150848,132526,19948,154727,1291,1016,conventional,2017,city,SanDiego,460356
3/12/2017,1.24,157514,139859,22386,122585,1040,1927,conventional,2017,city,SanDiego,445311
3/5/2017,1.04,163425,176305,19186,157805,550,431,conventional,2017,city,SanDiego,517702
2/26/2017,0.88,203829,150939,16297,196998,3449,564,conventional,2017,city,SanDiego,572076
2/19/2017,0.97,164518,156159,17241,154011,5010,395,conventional,2017,city,SanDiego,497334
2/12/2017,0.7,203848,199352,13290,220708,7653,280,conventional,2017,city,SanDiego,645131
2/5/2017,0.63,260419,290224,20314,318872,2887,25,conventional,2017,city,SanDiego,892741
1/29/2017,0.65,282233,253234,14381,209999,13407,3056,conventional,2017,city,SanDiego,776310
1/22/2017,0.74,313594,174729,15139,179361,13050,0,conventional,2017,city,SanDiego,695873
1/15/2017,0.87,156924,216676,14469,168154,23245,723,conventional,2017,city,SanDiego,580191
1/8/2017,0.96,146165,222744,15301,161975,36310,340,conventional,2017,city,SanDiego,582835
1/1/2017,0.93,149666,206181,15014,150517,37803,1129,conventional,2017,city,SanDiego,560310
12/31/2017,0.92,174145,860295,1734,136909,33,1704,conventional,2017,city,SanFrancisco,1174820
12/24/2017,1.15,178488,560098,2244,117345,31,2716,conventional,2017,city,SanFrancisco,860922
12/17/2017,1.4,189827,374644,2100,105441,51,2562,conventional,2017,city,SanFrancisco,674625
12/10/2017,1.05,302201,593522,2372,91823,55,2899,conventional,2017,city,SanFrancisco,992872
12/3/2017,1.28,310481,387168,1966,97333,108,1797,conventional,2017,city,SanFrancisco,798853
11/26/2017,1.52,166448,359471,2154,100099,60,2706,conventional,2017,city,SanFrancisco,630938
11/19/2017,1.48,195380,366968,1909,91293,128,2015,conventional,2017,city,SanFrancisco,657693
11/12/2017,1.27,289970,496390,2439,84463,73,1770,conventional,2017,city,SanFrancisco,875105
11/5/2017,1.41,261561,435913,3140,84961,94,1956,conventional,2017,city,SanFrancisco,787625
10/29/2017,1.56,197108,428002,4544,85851,44,1019,conventional,2017,city,SanFrancisco,716568
10/22/2017,1.57,138067,551293,2934,75647,104,329,conventional,2017,city,SanFrancisco,768374
10/15/2017,1.76,120681,461963,3145,84850,231,369,conventional,2017,city,SanFrancisco,671239
10/8/2017,1.65,118596,587793,2922,70491,420,489,conventional,2017,city,SanFrancisco,780711
10/1/2017,1.79,106076,477519,3126,72812,451,468,conventional,2017,city,SanFrancisco,660452
9/24/2017,1.76,118405,461051,2948,70571,463,313,conventional,2017,city,SanFrancisco,653751
9/17/2017,1.81,129173,428254,3490,86892,163,346,conventional,2017,city,SanFrancisco,648318
9/10/2017,1.71,157323,434164,4118,92219,191,622,conventional,2017,city,SanFrancisco,688637
9/3/2017,1.78,151680,421881,4061,88851,77,1311,conventional,2017,city,SanFrancisco,667861
8/27/2017,2.09,151421,360906,5531,80015,148,2131,conventional,2017,city,SanFrancisco,600152
8/20/2017,2.07,147450,304989,10148,94446,932,3577,conventional,2017,city,SanFrancisco,561542
8/13/2017,1.29,164087,569847,9915,72667,1062,3818,conventional,2017,city,SanFrancisco,821396
8/6/2017,1.62,156781,472631,4525,85994,753,2873,conventional,2017,city,SanFrancisco,723557
7/30/2017,1.3,162331,657674,5040,67139,930,4330,conventional,2017,city,SanFrancisco,897444
7/23/2017,1.66,166906,421727,5650,78076,1064,1760,conventional,2017,city,SanFrancisco,675183
7/16/2017,1.74,182481,472010,8044,67145,896,1753,conventional,2017,city,SanFrancisco,732329
7/9/2017,1.69,194695,421758,25793,68953,1248,2631,conventional,2017,city,SanFrancisco,715078
7/2/2017,1.7,172013,420654,19625,82114,1385,5018,conventional,2017,city,SanFrancisco,700809
6/25/2017,1.53,196222,568577,18880,86302,1533,3424,conventional,2017,city,SanFrancisco,874938
6/18/2017,1.77,202024,336284,16709,100785,1133,3450,conventional,2017,city,SanFrancisco,660385
6/11/2017,1.8,181965,318250,14343,91219,1136,1692,conventional,2017,city,SanFrancisco,608605
6/4/2017,1.83,200052,350369,6248,89727,1109,2921,conventional,2017,city,SanFrancisco,650426
5/28/2017,1.78,183361,386005,4497,85402,805,4004,conventional,2017,city,SanFrancisco,664074
5/21/2017,1.86,167436,380367,4360,97322,1157,1659,conventional,2017,city,SanFrancisco,652301
5/14/2017,1.77,182705,349569,5175,110145,1128,3653,conventional,2017,city,SanFrancisco,652375
5/7/2017,1.42,212488,646870,6804,86570,619,3479,conventional,2017,city,SanFrancisco,956830
4/30/2017,1.93,151929,369058,4332,84446,671,1668,conventional,2017,city,SanFrancisco,612104
4/23/2017,1.83,178827,347730,4220,79196,550,3040,conventional,2017,city,SanFrancisco,613563
4/16/2017,1.69,229168,349889,4769,84582,251,1622,conventional,2017,city,SanFrancisco,670281
4/9/2017,1.22,216254,667302,4849,72736,126,689,conventional,2017,city,SanFrancisco,961956
4/2/2017,1.79,180897,358599,5732,85552,68,1690,conventional,2017,city,SanFrancisco,632538
3/26/2017,1.79,173629,349037,7123,81760,213,6220,conventional,2017,city,SanFrancisco,617982
3/19/2017,1.79,185340,358216,6446,87290,342,1416,conventional,2017,city,SanFrancisco,639050
3/12/2017,1.8,173434,354308,7050,82363,407,3346,conventional,2017,city,SanFrancisco,620908
3/5/2017,1.59,234740,334851,12270,86670,1173,2539,conventional,2017,city,SanFrancisco,672243
2/26/2017,1.18,286808,509450,14079,76654,989,3710,conventional,2017,city,SanFrancisco,891690
2/19/2017,1.17,191376,578275,25012,66458,963,1605,conventional,2017,city,SanFrancisco,863689
2/12/2017,1.14,265976,394643,22684,76702,1054,4925,conventional,2017,city,SanFrancisco,765984
2/5/2017,0.84,560686,900173,21331,71464,976,3344,conventional,2017,city,SanFrancisco,1557974
1/29/2017,1.13,371071,438456,15022,73350,844,10907,conventional,2017,city,SanFrancisco,909650
1/22/2017,0.94,297209,722758,5365,59393,3290,1499,conventional,2017,city,SanFrancisco,1089514
1/15/2017,1.23,211589,566260,2752,60288,5710,1668,conventional,2017,city,SanFrancisco,848267
1/8/2017,1.22,196279,665608,2548,80426,6315,2594,conventional,2017,city,SanFrancisco,953770
1/1/2017,0.95,260101,717626,2491,60398,5515,1045,conventional,2017,city,SanFrancisco,1047176
12/31/2017,1.1,167409,182686,699,161595,46405,356,conventional,2017,city,Seattle,559150
12/24/2017,1.46,95688,123765,653,120141,54232,366,conventional,2017,city,Seattle,394845
12/17/2017,1.49,80005,107436,465,125095,48312,514,conventional,2017,city,Seattle,361827
12/10/2017,1.39,85241,116349,706,134944,51995,677,conventional,2017,city,Seattle,389912
12/3/2017,1.26,113961,107904,680,231869,45507,260,conventional,2017,city,Seattle,500181
11/26/2017,1.61,73725,102163,700,94616,50872,345,conventional,2017,city,Seattle,322421
11/19/2017,1.62,80544,109554,1324,91853,63374,814,conventional,2017,city,Seattle,347463
11/12/2017,1.34,121406,117475,3994,203897,51294,554,conventional,2017,city,Seattle,498620
11/5/2017,1.37,119514,114867,6037,222652,40236,237,conventional,2017,city,Seattle,503543
10/29/2017,1.53,109353,121942,14723,169263,36816,262,conventional,2017,city,Seattle,452359
10/22/2017,1.48,115638,168488,10445,134105,39747,280,conventional,2017,city,Seattle,468703
10/15/2017,1.74,85159,168427,10888,98698,47512,659,conventional,2017,city,Seattle,411343
10/8/2017,2.02,66346,129937,813,102890,56578,1882,conventional,2017,city,Seattle,358446
10/1/2017,2.01,72930,126903,659,107522,54905,1022,conventional,2017,city,Seattle,363941
9/24/2017,1.99,78736,129550,782,104351,53319,731,conventional,2017,city,Seattle,367469
9/17/2017,1.88,101821,168224,648,96744,62936,904,conventional,2017,city,Seattle,431277
9/10/2017,2.07,83635,140864,714,93345,68261,1281,conventional,2017,city,Seattle,388100
9/3/2017,1.94,83935,146966,604,113635,62704,1230,conventional,2017,city,Seattle,409074
8/27/2017,1.54,148933,138239,436,225975,48406,344,conventional,2017,city,Seattle,562333
8/20/2017,1.67,126277,145202,448,168561,56032,377,conventional,2017,city,Seattle,496897
8/13/2017,1.81,108558,159898,558,104087,64712,422,conventional,2017,city,Seattle,438235
8/6/2017,1.73,124308,178900,966,115659,73095,776,conventional,2017,city,Seattle,493704
7/30/2017,1.72,115911,169761,2028,112307,69630,1177,conventional,2017,city,Seattle,470814
7/23/2017,1.54,110161,215252,5868,105736,72025,116,conventional,2017,city,Seattle,509158
7/16/2017,1.68,122342,165494,763,107734,76672,358,conventional,2017,city,Seattle,473363
7/9/2017,1,186651,182881,1024,534148,35,325,conventional,2017,city,Seattle,905064
7/2/2017,1.21,125597,179521,840,376182,56,723,conventional,2017,city,Seattle,682919
6/25/2017,1.17,129824,162186,1039,386544,74,394,conventional,2017,city,Seattle,680061
6/18/2017,1.16,128839,170657,522,395579,93,412,conventional,2017,city,Seattle,696102
6/11/2017,1.21,105557,169871,835,387997,91,209,conventional,2017,city,Seattle,664560
6/4/2017,1.21,110723,172955,455,396509,169,299,conventional,2017,city,Seattle,681110
5/28/2017,1.19,128464,191777,763,407840,57,99,conventional,2017,city,Seattle,729000
5/21/2017,1.25,126440,172837,746,327052,155,846,conventional,2017,city,Seattle,628076
5/14/2017,1.09,161655,182174,646,411542,4196,90,conventional,2017,city,Seattle,760303
5/7/2017,1,251869,251822,500,435658,22523,107,conventional,2017,city,Seattle,962479
4/30/2017,0.92,194790,170399,471,538921,1468,366,conventional,2017,city,Seattle,906415
4/23/2017,1.11,135560,203465,670,313046,250,109,conventional,2017,city,Seattle,653100
4/16/2017,1.09,131987,151807,404,397485,218,487,conventional,2017,city,Seattle,682388
4/9/2017,0.96,196844,228960,209,411248,280,817,conventional,2017,city,Seattle,838358
4/2/2017,1.18,103030,176358,319,338016,311,344,conventional,2017,city,Seattle,618378
3/26/2017,1.16,99302,166233,323,341802,213,299,conventional,2017,city,Seattle,608172
3/19/2017,1.14,109446,158478,330,330536,1660,249,conventional,2017,city,Seattle,600699
3/12/2017,0.91,106732,212055,585,507285,19484,725,conventional,2017,city,Seattle,846866
3/5/2017,0.94,125507,199519,773,295803,180388,1084,conventional,2017,city,Seattle,803074
2/26/2017,0.8,115599,177936,3416,446738,79635,411,conventional,2017,city,Seattle,823735
2/19/2017,0.87,95175,157515,513,423477,81596,612,conventional,2017,city,Seattle,758888
2/12/2017,0.77,122057,182222,665,359134,85568,451,conventional,2017,city,Seattle,750097
2/5/2017,0.76,160261,306959,957,471284,152491,1193,conventional,2017,city,Seattle,1093145
1/29/2017,0.86,114096,187069,479,496669,40312,306,conventional,2017,city,Seattle,838931
1/22/2017,0.85,102662,256664,557,393137,112547,327,conventional,2017,city,Seattle,865894
1/15/2017,0.93,88731,212640,894,442607,10132,532,conventional,2017,city,Seattle,755536
1/8/2017,0.8,106390,348112,275,456141,26533,610,conventional,2017,city,Seattle,938061
1/1/2017,0.84,79599,267691,706,469005,4461,538,conventional,2017,city,Seattle,822000
12/31/2017,0.99,210308,80810,3035,124648,41192,725,conventional,2017,state,SouthCarolina,460718
12/24/2017,1.22,133335,48532,2381,84037,23046,2872,conventional,2017,state,SouthCarolina,294203
12/17/2017,1.04,174025,54685,2567,84687,30354,2049,conventional,2017,state,SouthCarolina,348367
12/10/2017,1.02,169611,55404,2824,119935,32440,2349,conventional,2017,state,SouthCarolina,382563
12/3/2017,1.12,166920,72687,2909,81124,24366,1895,conventional,2017,state,SouthCarolina,349901
11/26/2017,1.25,125872,47631,2004,72283,19651,1882,conventional,2017,state,SouthCarolina,269323
11/19/2017,1.23,136349,49469,2736,81408,23870,1933,conventional,2017,state,SouthCarolina,295765
11/12/2017,1.23,165782,55018,2954,90110,24929,1552,conventional,2017,state,SouthCarolina,340345
11/5/2017,1.28,134739,56451,2686,89968,23352,1084,conventional,2017,state,SouthCarolina,308280
10/29/2017,1.32,139890,57049,2572,74083,35394,1356,conventional,2017,state,SouthCarolina,310344
10/22/2017,1.57,130878,56509,2300,63298,22360,6,conventional,2017,state,SouthCarolina,275351
10/15/2017,1.69,125345,60281,1836,62685,25650,9,conventional,2017,state,SouthCarolina,275806
10/8/2017,1.56,161943,57386,1635,61514,33613,20,conventional,2017,state,SouthCarolina,316111
10/1/2017,1.64,135046,74890,1575,61373,23291,8,conventional,2017,state,SouthCarolina,296183
9/24/2017,1.57,147298,66857,1530,61066,23511,24,conventional,2017,state,SouthCarolina,300286
9/17/2017,1.46,145609,70155,1756,65724,27477,556,conventional,2017,state,SouthCarolina,311277
9/10/2017,1.42,127817,60590,1333,73147,19863,3397,conventional,2017,state,SouthCarolina,286147
9/3/2017,1.44,150242,66384,1909,79464,25546,4970,conventional,2017,state,SouthCarolina,328515
8/27/2017,1.41,155802,65899,1789,78518,24604,7078,conventional,2017,state,SouthCarolina,333690
8/20/2017,1.4,158452,70865,2138,84288,28389,4711,conventional,2017,state,SouthCarolina,348843
8/13/2017,1.36,154160,86026,2120,93633,28101,6940,conventional,2017,state,SouthCarolina,370980
8/6/2017,1.37,128394,85340,1997,89593,25937,4977,conventional,2017,state,SouthCarolina,336238
7/30/2017,1.3,168379,84509,1852,75568,26298,2938,conventional,2017,state,SouthCarolina,359544
7/23/2017,1.3,183065,83184,1970,86140,22272,6080,conventional,2017,state,SouthCarolina,382711
